MEMBERID,FXJ,FYJ,MZJ,FXK,FYK,MZK
BB21C21,102671.365426354,344000,0,-102671.365426354,344000,0
BC21D21,123347.713217722,319054.961893642,311273726.293982,-123347.713217722,368945.038106358,-560724107.357564
BD21E21,108469.644006487,335827.97770483,421318632.137869,-108469.644006487,352172.02229517,-503038855.089568
BE21F21,69656.4922490994,344000,0,-69656.4922490994,344000,0
BF21G21,65980.3919367602,250131.336222054,-185116059.220369,-65980.3919367602,472268.663777946,-981104910.448063
BA22B22,161408.796319184,268894.363997807,475137164.963836,-161408.796319184,151105.636002193,143253657.013134
BB22C22,197555.765473422,200000,0,-197555.765473422,200000,0
BC22D22,237598.331109364,186429.637261438,136778380.873505,-237598.331109364,213570.362738562,-272482008.259124
BD22E22,221798.16795776,199364.136866174,215962613.500212,-221798.16795776,200635.863133826,-222321244.838471
BE22F22,158842.35535217,200000,0,-158842.35535217,200000,0
BF22G22,128019.904555426,154582.885652373,-125091899.931646,-128019.904555426,265417.114347627,-456787800.718437
