MEMBERID,FXJ,FYJ,MZJ,FXK,FYK,MZK
BF20G20,2758.62330538034,238514.643968187,-220071355.787202,-2758.62330538034,483885.356031813,-1068124882.54683
BA21B21,107404.1775662,473707.162807551,988606584.191269,-107404.1775662,248692.837192449,192718625.288016
BB21C21,102694.437953264,344000,0,-102694.437953264,344000,0
BC21D21,123354.184348941,318989.42506879,310942515.694115,-123354.184348941,369010.57493121,-561048265.006215
BD21E21,108454.226279467,335814.538910498,421311863.565586,-108454.226279467,352185.461089502,-503166474.460614
BE21F21,69634.6909446418,344000,0,-69634.6909446418,344000,0
BF21G21,65969.5058592856,250167.630642149,-184925300.342374,-65969.5058592856,472232.369357851,-980914577.915066
BA22B22,161436.778645992,268913.86059133,475239386.533359,-161436.778645992,151086.13940867,143356149.675605
BB22C22,197611.800652802,200000,0,-197611.800652802,200000,0
BC22D22,237607.419216812,186391.331248101,136605802.016056,-237607.419216812,213608.668751899,-272692489.535048
BD22E22,221763.62806952,199363.087345513,216017736.365606,-221763.62806952,200636.912654487,-222386862.910476
BE22F22,158789.831477761,200000,0,-158789.831477761,200000,0
BF22G22,127993.675440699,154601.162562316,-124995819.900323,-127993.675440699,265398.837437684,-456691973.195363
